N_ménage;Nordre;Coef_individu;Milieu;Sexe;Age;Etat_matrimonial;Niveau_scolaire;Type_activité;Secteur_activité;Statut_professionnel
3453;1;621;1;1;53;2;1;1;5;2
3722;1;781;1;1;54;2;0;1;5;2
6463;1;747;2;2;54;4;0;1;5;2
1985;1;1256;1;1;55;2;0;1;5;2
5856;1;726;2;1;56;2;4;1;5;2
6197;1;1089;2;1;58;2;0;1;5;2
3891;1;548;1;1;59;2;0;1;5;2
4066;1;693;1;1;59;2;0;1;5;2
6479;1;606;2;2;60;3;0;1;5;2
290;1;779;1;1;63;2;0;1;5;2
3253;1;902;1;1;63;2;0;1;5;2
5709;1;486;2;1;65;2;0;1;5;2
2293;1;653;1;1;77;2;0;1;5;2
4378;1;678;2;1;80;4;0;1;5;2
6549;1;772;2;1;80;2;0;1;5;2
710;1;580;1;1;80;2;4;1;5;2
769;1;377;1;2;85;4;0;1;5;2
1447;4;854;1;1;24;1;1;1;5;3
1768;1;1104;1;1;40;2;2;1;5;3
2973;9;294;1;1;18;1;1;1;5;4
2976;7;319;1;2;34;2;0;1;5;4
5726;5;750,6945;2;1;13;1;0;1;5;4
2970;2;291;1;1;14;1;0;1;5;4
5939;6;695,0875;2;1;14;1;0;1;5;4
3949;4;481;1;1;15;1;0;1;5;4
5857;7;733,723295;2;1;15;1;0;1;5;4
2995;2;513;1;1;16;1;0;1;5;4
3807;5;890;1;1;16;1;0;1;5;4
2974;3;294;1;1;16;1;1;1;5;4
424;2;743;1;1;17;1;0;1;5;4
897;3;733;1;1;18;1;1;1;5;4
2076;4;745;1;2;18;1;0;1;5;4
5938;3;792,177599;2;1;19;1;0;1;5;4
3064;3;566;1;1;20;1;0;1;5;4
2076;3;846;1;1;20;1;0;1;5;4
3845;8;747;1;1;20;1;0;1;5;4
3319;4;1119;1;1;21;1;0;1;5;4
1314;7;748;1;1;21;1;1;1;5;4
2879;3;475;1;2;24;1;0;1;5;4
1314;5;852;1;1;25;1;1;1;5;4
4982;3;987;2;1;30;2;1;1;5;4
2291;4;806;1;1;32;1;0;1;5;4
395;6;940;1;1;11;1;0;1;5;4
4982;7;583,8735;2;1;12;1;1;1;5;4
2932;2;1361;1;2;24;2;1;1;5;4
5726;2;1228;2;2;34;2;0;1;5;4
5728;2;1190;2;2;37;2;0;1;5;4
2076;2;758;1;2;46;2;0;1;5;4
2084;2;729;1;2;54;2;1;1;5;4
4260;2;606;1;2;65;2;4;1;5;4
3001;4;551;1;2;20;1;0;1;5;5
151;1;1017;1;2;42;3;0;1;5;5
2019;1;741;1;1;45;2;4;1;5;5
2244;1;1083;1;2;49;3;0;1;5;5
756;1;1084;1;1;56;2;2;1;5;5
2954;6;1355;1;2;40;3;0;2;5;1
643;3;872;1;1;20;1;0;2;5;1
4272;3;1323,751553;2;1;20;1;0;2;5;1
2259;3;1441;1;1;29;1;1;2;5;1
693;7;1146;1;1;31;1;0;2;5;1
693;6;1157;1;1;36;1;0;2;5;1
693;4;1138;1;1;40;1;0;2;5;1
1176;2;827;1;1;53;1;0;2;5;1
4248;2;473;1;1;41;2;2;2;5;1
2363;1;816;1;1;35;1;1;2;5;1
625;1;1007;1;1;42;2;1;2;5;1
2954;1;1472;1;2;43;4;0;2;5;1
5042;1;1220;2;1;54;2;1;2;5;1
2317;2;927;1;2;39;2;0;1;5;1
2635;5;822;1;1;33;1;0;1;5;1
887;11;1108;1;2;37;1;2;1;5;1
3039;6;559;1;1;38;1;1;1;5;1
3679;5;649;1;2;45;4;1;1;5;1
2497;4;826;1;1;31;2;1;1;5;1
2266;4;737;1;2;36;2;4;1;5;1
2877;3;517;1;1;22;1;0;1;5;1
1416;4;984;1;1;22;1;1;1;5;1
3831;3;1442;1;2;22;1;1;1;5;1
95;4;980;1;1;22;1;0;1;5;1
771;2;345;1;1;23;1;0;1;5;1
266;3;238;1;1;23;1;0;1;5;1
3120;3;1180;1;1;24;1;1;1;5;1
669;8;735;1;2;24;1;0;1;5;1
3041;4;599;1;1;26;1;0;1;5;1
1707;3;991;1;1;26;1;0;1;5;1
6710;4;1286;2;1;27;1;1;1;5;1
95;3;1117;1;1;29;1;0;1;5;1
2729;2;724;1;1;29;1;0;1;5;1
5633;4;969;2;1;30;1;0;1;5;1
2877;4;543;1;1;32;2;0;1;5;1
40;4;1903;1;1;32;1;0;1;5;1
1040;4;803;1;2;33;1;4;1;5;1
211;2;323;1;1;34;1;4;1;5;1
5013;3;953;2;1;35;2;4;1;5;1
834;4;945;1;1;37;2;0;1;5;1
849;2;901;1;2;37;1;0;1;5;1
4873;3;1636;2;1;37;1;4;1;5;1
1955;3;788;1;1;38;2;0;1;5;1
1989;4;1213;1;2;38;1;0;1;5;1
693;5;1157;1;1;38;1;0;1;5;1
2488;3;834;1;1;39;2;0;1;5;1
5468;9;823;2;1;45;2;0;1;5;1
129;5;386;1;1;18;1;1;1;5;1
94;3;980;1;1;23;1;0;1;5;1
964;2;936;1;2;31;2;1;1;5;1
265;2;231;1;2;36;2;0;1;5;1
2261;2;1135;1;2;40;2;3;1;5;1
3043;2;472;1;2;44;2;0;1;5;1
1810;2;1073;1;2;45;2;0;1;5;1
1559;2;890;1;2;46;2;1;1;5;1
676;2;715;1;2;48;2;1;1;5;1
4247;2;406;1;2;48;2;1;1;5;1
6624;2;878;2;2;54;2;4;1;5;1
3919;2;957;1;2;55;2;1;1;5;1
2011;2;573;1;2;56;2;1;1;5;1
2315;2;764;1;1;61;2;0;1;5;1
4171;1;992;1;2;29;4;0;1;5;1
6362;1;719;2;1;32;2;4;1;5;1
301;1;753;1;1;33;2;4;1;5;1
330;1;1412;1;1;33;2;1;1;5;1
5770;1;643;2;1;34;2;4;1;5;1
5772;1;681;2;1;36;2;4;1;5;1
2415;1;1129;1;1;37;2;0;1;5;1
435;1;1391;1;1;39;2;0;1;5;1
2197;1;1063;1;1;39;2;0;1;5;1
400;1;1280;1;1;39;2;4;1;5;1
795;1;931;1;2;39;3;1;1;5;1
624;1;1007;1;1;40;2;1;1;5;1
481;1;967;1;1;41;2;0;1;5;1
4795;1;842;2;1;41;2;1;1;5;1
5266;1;495;2;1;41;2;3;1;5;1
474;1;967;1;1;42;2;0;1;5;1
946;1;981;1;1;42;2;0;1;5;1
298;1;747;1;1;42;2;1;1;5;1
1120;1;1078;1;1;42;2;1;1;5;1
4248;1;442;1;2;42;2;2;1;5;1
1289;1;1109;1;1;43;2;1;1;5;1
2246;1;1265;1;1;43;2;3;1;5;1
138;1;624;1;1;44;2;0;1;5;1
3596;1;929;1;1;44;2;1;1;5;1
2765;1;1005;1;1;44;2;1;1;5;1
3791;1;977;1;1;45;2;1;1;5;1
3846;1;810;1;1;45;2;2;1;5;1
3715;1;685;1;1;46;2;1;1;5;1
6818;1;961;2;1;46;2;1;1;5;1
388;1;834;1;1;46;2;1;1;5;1
5286;1;1037;2;1;47;2;0;1;5;1
2626;1;739;1;2;47;4;1;1;5;1
5778;1;604;2;1;47;2;1;1;5;1
818;1;850;1;1;48;2;0;1;5;1
1035;1;830;1;2;48;4;0;1;5;1
5028;1;696;2;2;48;4;0;1;5;1
3968;1;1655;1;1;48;2;1;1;5;1
3849;1;810;1;1;49;2;0;1;5;1
1288;1;914;1;2;50;3;0;1;5;1
3559;1;530;1;2;50;3;0;1;5;1
699;1;1047;1;1;50;2;1;1;5;1
2534;1;888;1;1;51;2;0;1;5;1
5914;1;682;2;1;51;2;4;1;5;1
1707;1;836;1;1;52;2;0;1;5;1
3189;1;766;1;2;52;2;1;1;5;1
98;1;1256;1;1;53;2;0;1;5;1
4034;1;1098;1;1;53;2;0;1;5;1
541;1;777;1;1;54;2;0;1;5;1
1731;1;706;1;2;54;3;1;1;5;1
3500;1;408;1;1;55;2;4;1;5;1
1308;1;727;1;1;55;2;1;1;5;1
903;1;861;1;1;56;2;1;1;5;1
2979;1;345;1;1;56;2;1;1;5;1
3700;1;563;1;1;56;2;1;1;5;1
659;1;762;1;1;57;2;0;1;5;1
1038;1;735;1;2;57;3;0;1;5;1
2729;1;547;1;2;57;4;0;1;5;1
2164;1;778;1;1;57;2;1;1;5;1
5648;1;624;2;1;58;2;0;1;5;1
5827;1;543;2;1;59;2;4;1;5;1
2011;1;725;1;1;59;2;1;1;5;1
1524;1;679;1;2;60;4;0;1;5;1
3362;1;1237;1;1;60;2;0;1;5;1
47;1;1569;1;1;60;2;1;1;5;1
3765;1;765;1;1;61;2;0;1;5;1
1064;1;870;1;1;62;2;0;1;5;1
3926;1;501;1;1;64;2;4;1;5;1
3638;1;682;1;1;65;2;0;1;5;1
40;1;1611;1;1;68;2;0;1;5;1
56;1;840;1;1;74;2;0;1;5;1
6735;1;836;2;1;80;4;0;1;5;1
3767;2;1164;1;1;24;1;1;1;5;2
4182;4;1220;1;1;25;1;4;1;5;2
2364;2;751;1;1;38;2;1;1;5;2
3711;1;717;1;1;44;2;3;1;5;2
5476;1;835;2;1;45;2;0;1;5;2
2570;1;1176;1;1;54;2;0;1;5;2
6914;1;859;2;1;83;2;0;1;5;2
4241;4;460;1;1;19;1;0;1;5;4
3868;4;841;1;2;21;1;4;1;5;4
6639;2;1325;2;2;30;2;3;1;5;4
2564;6;1395;1;1;28;1;0;2;5;1
2035;5;653;1;2;42;2;0;2;5;1
4254;4;388;1;1;15;1;1;1;5;1
2577;4;1009;1;1;27;1;1;1;5;1
5140;4;908;2;1;28;1;4;1;5;1
1245;3;1373;1;1;28;1;4;1;5;1
2471;3;846;1;1;29;1;1;1;5;1
1917;3;1055;1;1;29;1;2;1;5;1
2444;3;720;1;2;30;1;0;1;5;1
1597;2;1261;1;1;31;1;0;1;5;1
2643;3;715;1;1;34;3;0;1;5;1
703;2;1055;1;2;37;2;1;1;5;1
1673;2;612;1;2;40;2;1;1;5;1
66;2;404;1;2;53;2;2;1;5;1
6282;1;553;2;2;38;4;0;1;5;1
3758;1;1018;1;1;38;2;1;1;5;1
2443;1;883;1;1;42;2;1;1;5;1
4330;1;735;2;1;43;2;0;1;5;1
4703;1;888;2;1;43;2;0;1;5;1
4706;1;811;2;1;46;2;0;1;5;1
560;1;892;1;2;48;3;1;1;5;1
2190;1;926;1;1;48;2;1;1;5;1
3507;1;1207;1;1;49;2;1;1;5;1
1998;1;293;1;2;50;2;1;1;5;1
2015;1;656;1;1;53;2;0;1;5;1
2169;1;822;1;1;58;2;1;1;5;1
1888;1;639;1;2;60;4;0;1;5;1
540;1;812;1;1;57;2;0;1;5;2
3101;3;958;1;2;16;1;0;2;5;1
4028;3;574;1;1;19;1;1;2;5;1
4197;4;1019;1;1;19;1;2;2;5;1
6953;7;1304,953432;2;1;21;1;4;2;5;1
3472;4;970;1;1;22;1;0;2;5;1
6953;6;1304,953432;2;1;22;1;4;2;5;1
2101;5;815;1;1;24;1;1;2;5;1
3472;3;1104;1;1;26;2;0;2;5;1
6953;5;1913;2;1;28;1;4;2;5;1
6953;4;1913;2;1;29;1;4;2;5;1
2101;4;929;1;1;29;1;1;2;5;1
6953;3;1918;2;1;31;1;4;2;5;1
2101;3;857;1;1;31;1;1;2;5;1
4015;2;1137;1;1;36;1;4;2;5;1
695;3;1138;1;1;42;1;0;2;5;1
3717;3;631;1;1;45;1;0;2;5;1
4650;1;1368;2;1;41;2;4;2;5;1
1978;1;1256;1;1;56;2;1;2;5;1
88;1;1064;1;1;46;2;0;2;5;2
373;3;2223;1;2;22;1;1;1;5;1
5667;5;991;2;1;28;1;1;1;5;1
3964;8;602;1;1;32;1;4;1;5;1
3328;2;610;1;1;36;1;0;1;5;1
2101;10;721;1;1;51;1;1;1;5;1
2914;5;580;1;1;25;2;1;1;5;1
2225;3;773;1;1;45;2;0;1;5;1
6213;3;743,810315;2;2;19;1;0;1;5;1
4246;3;388;1;1;19;1;1;1;5;1
991;4;1119;1;1;20;1;0;1;5;1
5689;6;768,297397;2;1;20;1;0;1;5;1
2837;6;772;1;2;20;1;1;1;5;1
3925;2;578;1;1;21;1;0;1;5;1
991;3;1119;1;1;22;1;0;1;5;1
4246;2;453;1;1;22;1;1;1;5;1
3770;3;1164;1;1;23;2;0;1;5;1
2283;3;797;1;1;23;1;1;1;5;1
6952;3;1023,441465;2;2;24;1;0;1;5;1
4051;3;1186;1;1;24;1;0;1;5;1
1975;6;729;1;1;24;1;1;1;5;1
288;4;898;1;1;24;1;0;1;5;1
3772;4;1164;1;1;24;1;0;1;5;1
2234;4;1000;1;1;25;1;4;1;5;1
842;3;901;1;2;25;1;0;1;5;1
6470;5;712;2;1;25;1;0;1;5;1
6548;3;1229;2;1;26;3;0;1;5;1
5514;5;1238;2;1;27;1;0;1;5;1
4678;3;1147;2;1;27;1;1;1;5;1
3985;7;1177;1;1;28;1;0;1;5;1
6710;3;1286;2;1;29;1;1;1;5;1
4086;6;832;1;2;29;1;0;1;5;1
2484;3;1023;1;2;30;1;1;1;5;1
1915;4;973;1;1;30;1;1;1;5;1
1915;3;973;1;1;31;1;1;1;5;1
5514;3;1240;2;1;32;1;0;1;5;1
2085;3;687;1;1;32;1;1;1;5;1
2116;2;524;1;2;32;1;0;1;5;1
1065;3;1065;1;1;38;2;0;1;5;1
744;2;839;1;2;51;2;0;1;5;1
2606;1;843;1;2;22;1;1;1;5;1
1592;1;1302;1;1;24;2;0;1;5;1
2063;1;1161;1;1;27;2;2;1;5;1
5398;1;1275;2;1;31;2;1;1;5;1
287;1;1026;1;1;31;2;2;1;5;1
1591;1;1369;1;1;32;2;0;1;5;1
297;1;753;1;1;33;2;1;1;5;1
306;1;437;1;1;34;2;1;1;5;1
1076;1;1227;1;1;35;2;4;1;5;1
3774;1;1343;1;1;35;2;1;1;5;1
418;1;1001;1;1;38;2;1;1;5;1
2648;1;771;1;1;40;2;1;1;5;1
191;1;1544;1;1;40;2;1;1;5;1
692;1;911;1;1;40;2;1;1;5;1
2075;1;961;1;1;40;2;1;1;5;1
3589;1;929;1;1;41;2;0;1;5;1
2464;1;843;1;1;42;2;0;1;5;1
6803;1;847;2;1;42;2;0;1;5;1
836;1;1010;1;1;42;2;1;1;5;1
1299;1;822;1;1;44;2;1;1;5;1
178;1;1534;1;1;45;2;0;1;5;1
4494;1;1540;2;1;45;2;0;1;5;1
3343;1;1264;1;1;46;2;1;1;5;1
415;1;941;1;1;46;2;1;1;5;1
2507;1;1276;1;1;48;2;0;1;5;1
6001;1;761;2;1;50;2;0;1;5;1
3249;1;811;1;1;51;2;0;1;5;1
2397;1;1046;1;1;51;2;1;1;5;1
2234;1;843;1;1;54;2;4;1;5;1
2498;1;755;1;1;54;2;1;1;5;1
4913;1;828;2;1;55;2;1;1;5;1
1867;1;448;1;1;57;2;0;1;5;1
719;1;833;1;1;57;2;1;1;5;1
1915;1;930;1;1;59;2;1;1;5;1
991;1;972;1;1;60;2;0;1;5;1
2367;1;995;1;1;63;2;1;1;5;1
1357;9;529;1;1;19;1;3;1;5;2
3477;5;970;1;1;22;1;0;1;5;2
2953;4;1720;1;1;25;2;0;1;5;2
116;7;1127;1;1;40;1;0;1;5;2
3455;3;553;1;1;16;1;1;1;5;2
266;4;238;1;1;21;1;0;1;5;2
4086;5;864;1;1;34;1;0;1;5;2
2568;4;1279;1;1;44;1;0;1;5;2
109;3;1078;1;1;20;1;1;1;5;2
5942;1;916;2;1;30;2;0;1;5;2
5907;1;879;2;1;30;2;1;1;5;2
6407;1;413;2;1;30;2;1;1;5;2
281;1;1026;1;1;33;2;4;1;5;2
214;1;351;1;1;33;2;1;1;5;2
4760;1;852;2;1;33;2;1;1;5;2
194;1;1108;1;1;34;2;1;1;5;2
5910;1;931;2;1;37;2;0;1;5;2
6341;1;1058;2;1;38;2;4;1;5;2
4828;1;1221;2;1;40;2;4;1;5;2
4910;1;991;2;1;42;2;0;1;5;2
3198;1;876;1;1;42;2;1;1;5;2
7;1;1190;1;1;43;2;0;1;5;2
393;1;1259;1;1;44;2;1;1;5;2
948;1;938;1;1;46;2;0;1;5;2
3135;1;977;1;1;47;2;0;1;5;2
3075;1;450;1;1;50;2;4;1;5;2
3192;1;742;1;1;50;2;1;1;5;2
5793;1;802;2;1;50;2;1;1;5;2
6163;1;527;2;1;52;2;0;1;5;2
989;1;1077;1;1;53;2;0;1;5;2
3196;1;742;1;1;54;2;0;1;5;2
3396;1;444;1;1;54;2;0;1;5;2
5282;1;947;2;1;58;2;0;1;5;2
938;1;702;1;1;70;2;0;1;5;2
2913;1;433;1;1;79;2;0;1;5;2
1028;4;853;1;1;23;1;1;2;4;1
630;5;933;1;1;33;1;1;2;4;1
654;9;660;1;2;17;1;0;2;4;1
400;5;950;1;1;15;1;4;2;4;1
234;8;824;1;1;16;1;0;2;4;1
4921;5;401,264441;2;1;17;1;1;2;4;1
3161;3;492;1;2;18;1;0;2;4;1
827;3;789;1;1;18;1;1;2;4;1
4182;7;916;1;1;19;1;4;2;4;1
3097;5;1002;1;2;21;1;0;2;4;1
3940;3;1047;1;1;24;1;0;2;4;1
1693;3;997;1;1;24;1;1;2;4;1
374;4;2223;1;2;24;1;1;2;4;1
882;6;1303;1;1;26;1;4;2;4;1
1891;5;830;1;1;26;1;0;2;4;1
3981;3;851;1;1;26;1;2;2;4;1
471;3;979;1;1;27;1;2;2;4;1
2871;3;695;1;1;31;1;3;2;4;1
924;3;791;1;1;31;1;2;2;4;1
745;3;1024;1;1;32;1;0;2;4;1
554;3;962;1;1;34;1;0;2;4;1
4017;2;711;1;1;37;2;1;2;4;1
1890;3;773;1;1;39;1;0;2;4;1
4301;4;1236,673869;2;1;17;1;1;2;4;1
328;1;1241;1;1;57;2;0;2;4;1
2350;3;960;1;1;29;1;1;2;4;2
470;2;736;1;1;18;1;0;2;4;2
5511;3;825,667044;2;1;19;1;0;2;4;2
1989;6;1251;1;1;23;1;0;2;4;2
1982;4;1426;1;1;28;1;0;2;4;2
1943;5;872;1;1;30;1;0;2;4;2
1943;3;872;1;1;34;1;0;2;4;2
1444;4;907;1;1;38;1;0;2;4;2
1625;2;853;1;1;39;1;0;2;4;2
1989;3;1307;1;1;40;1;0;2;4;2
2291;3;766;1;1;46;1;0;2;4;2
5677;1;977;2;1;30;2;1;2;4;2
2229;1;951;1;1;46;2;0;2;4;2
1750;1;1027;1;1;57;2;0;2;4;2
536;1;702;1;1;60;2;0;2;4;2
1455;1;724;1;1;61;2;0;2;4;2
5547;6;892;2;1;25;1;0;2;4;4
812;3;824;1;1;32;1;0;2;4;5
2697;3;712;1;1;24;1;1;1;4;1
1266;9;635;1;1;21;1;4;1;4;1
1267;11;635;1;1;22;1;0;1;4;1
2945;5;1509;1;1;22;1;0;1;4;1
5512;6;843,489881;2;1;23;1;2;1;4;1
445;5;1080;1;2;24;1;2;1;4;1
3034;5;1107;1;1;22;1;3;1;4;1
935;3;1231;1;1;26;1;1;1;4;1
282;7;945;1;1;30;1;0;1;4;1
1421;6;992;1;1;31;1;3;1;4;1
3862;10;960;1;1;32;2;1;1;4;1
4195;3;1251;1;1;33;1;0;1;4;1
4069;6;551;1;1;60;2;4;1;4;1
2972;3;294;1;1;15;1;0;1;4;1
4603;3;1345;2;1;32;1;0;1;4;1
1672;3;603;1;1;53;2;0;1;4;1
768;6;292;1;1;13;1;0;1;4;1
5416;5;1060,093159;2;1;16;1;0;1;4;1
5289;3;957,798127;2;1;17;1;1;1;4;1
1078;3;911;1;1;17;1;0;1;4;1
172;2;1211;1;1;18;1;0;1;4;1
768;5;295;1;1;18;1;0;1;4;1
1799;4;639;1;1;18;1;1;1;4;1
1019;5;1007;1;2;18;1;0;1;4;1
3995;3;1162;1;1;18;1;0;1;4;1
5037;2;526,109735;2;2;18;1;0;1;4;1
5923;4;667,353304;2;1;18;1;0;1;4;1
920;3;662;1;2;19;1;0;1;4;1
4922;3;401,264441;2;1;19;1;0;1;4;1
2231;5;877;1;1;20;1;1;1;4;1
812;8;783;1;1;20;1;0;1;4;1
4730;5;693,711304;2;1;20;1;1;1;4;1
872;3;745;1;1;20;1;0;1;4;1
6605;3;522,102651;2;1;20;1;1;1;4;1
1081;2;1064;1;1;21;1;0;1;4;1
3940;4;1047;1;1;21;1;0;1;4;1
5028;5;644,593633;2;1;21;1;0;1;4;1
5971;3;516,645132;2;1;21;1;0;1;4;1
2239;3;1113;1;1;21;1;1;1;4;1
3457;4;808;1;1;21;1;1;1;4;1
3981;6;747;1;1;21;1;2;1;4;1
5414;3;1084,227108;2;1;22;1;0;1;4;1
1732;6;754;1;1;22;1;0;1;4;1
3127;3;1397;1;1;22;1;0;1;4;1
3431;4;900;1;1;22;1;0;1;4;1
5124;3;552,422201;2;1;22;1;0;1;4;1
2945;2;1509;1;1;22;1;0;1;4;1
1266;3;635;1;1;22;1;4;1;4;1
4799;3;442,66543;2;1;23;1;4;1;4;1
1407;6;984;1;1;23;1;0;1;4;1
5038;3;494,07519;2;2;23;1;1;1;4;1
2756;3;890;1;1;23;1;0;1;4;1
3676;3;725;1;1;24;1;0;1;4;1
951;4;1271;1;1;24;1;1;1;4;1
764;3;345;1;1;24;1;4;1;4;1
2381;3;731;1;1;24;1;4;1;4;1
5147;3;1508;2;1;25;2;0;1;4;1
4865;4;980;2;1;25;2;0;1;4;1
5126;3;811;2;1;25;1;0;1;4;1
5291;5;1245;2;1;25;1;0;1;4;1
6865;3;939;2;2;25;1;0;1;4;1
3845;5;851;1;1;27;1;0;1;4;1
535;4;922;1;1;27;2;0;1;4;1
1081;4;1213;1;1;27;2;0;1;4;1
864;4;833;1;1;27;1;1;1;4;1
4608;6;1341;2;1;28;1;0;1;4;1
891;3;1303;1;1;28;1;2;1;4;1
541;3;922;1;1;29;1;0;1;4;1
647;5;789;1;1;30;2;0;1;4;1
662;7;799;1;1;30;2;0;1;4;1
3614;2;882;1;1;32;1;0;1;4;1
862;2;776;1;1;35;1;0;1;4;1
1916;2;983;1;1;37;1;0;1;4;1
1444;3;907;1;1;39;1;0;1;4;1
2125;3;785;1;1;39;1;0;1;4;1
4086;4;859;1;1;40;1;0;1;4;1
2912;2;532;1;1;41;1;0;1;4;1
971;3;1043;1;1;42;2;0;1;4;1
1486;3;670;1;1;50;1;0;1;4;1
885;3;1144;1;1;21;1;1;1;4;1
5763;2;1379;2;2;31;2;0;1;4;1
852;2;834;1;2;40;2;0;1;4;1
6864;2;929;2;2;45;2;0;1;4;1
1797;2;643;1;2;51;2;0;1;4;1
250;2;875;1;2;55;2;0;1;4;1
1028;1;975;1;1;31;2;1;1;4;1
527;1;923;1;1;32;2;1;1;4;1
4173;1;1031;1;1;32;2;1;1;4;1
4000;1;1550;1;1;32;2;1;1;4;1
2934;1;1316;1;1;33;2;0;1;4;1
813;1;895;1;1;33;2;4;1;4;1
229;1;1099;1;1;33;2;1;1;4;1
2286;1;911;1;1;34;2;1;1;4;1
4833;1;1259;2;1;35;2;0;1;4;1
2965;1;1228;1;1;35;2;2;1;4;1
2146;1;792;1;1;36;2;0;1;4;1
2250;1;1284;1;1;36;2;1;1;4;1
5950;1;936;2;1;36;2;1;1;4;1
5394;1;711;2;1;37;2;1;1;4;1
251;1;1273;1;1;38;2;0;1;4;1
3421;1;1038;1;1;38;2;0;1;4;1
3686;1;773;1;1;38;2;1;1;4;1
528;1;932;1;1;39;2;0;1;4;1
6030;1;1161;2;1;39;2;0;1;4;1
6068;1;712;2;1;39;1;0;1;4;1
613;1;970;1;1;39;2;2;1;4;1
3263;1;1199;1;1;39;2;2;1;4;1
4186;1;1214;1;1;41;2;0;1;4;1
3948;1;638;1;1;41;2;4;1;4;1
1717;1;2062;1;1;41;2;1;1;4;1
2248;1;1265;1;1;42;2;0;1;4;1
2245;1;1265;1;1;43;2;0;1;4;1
5274;1;843;2;1;43;2;0;1;4;1
3828;1;1699;1;1;46;2;1;1;4;1
854;1;1007;1;1;47;2;0;1;4;1
5386;1;630;2;1;47;2;0;1;4;1
4118;1;1094;1;1;47;2;1;1;4;1
713;1;662;1;2;48;4;0;1;4;1
807;1;744;1;1;48;2;0;1;4;1
968;1;1097;1;1;48;2;0;1;4;1
4947;1;1717;2;1;49;2;0;1;4;1
1017;1;1100;1;1;50;2;0;1;4;1
1331;1;972;1;1;50;2;1;1;4;1
2243;1;1070;1;1;51;2;0;1;4;1
5048;1;1220;2;1;51;2;0;1;4;1
4825;1;1051;2;1;51;2;4;1;4;1
979;1;959;1;1;52;2;1;1;4;1
1659;1;660;1;1;52;2;3;1;4;1
6234;1;742;2;1;53;2;0;1;4;1
234;1;925;1;1;54;2;0;1;4;1
5419;1;1085;2;1;54;2;0;1;4;1
1693;1;958;1;1;54;2;1;1;4;1
3398;1;444;1;1;54;2;1;1;4;1
611;1;845;1;1;55;2;4;1;4;1
764;1;346;1;1;56;2;4;1;4;1
4011;1;929;1;1;60;2;0;1;4;1
1444;1;694;1;1;70;2;0;1;4;1
28;5;524;1;1;21;1;4;1;4;2
28;4;524;1;1;23;1;4;1;4;2
28;2;524;1;1;24;1;4;1;4;2
28;3;524;1;1;24;1;4;1;4;2
2213;3;771;1;1;25;1;1;1;4;2
2213;2;771;1;1;29;1;1;1;4;2
3402;4;490;1;1;37;1;1;1;4;2
3065;5;487;1;2;54;4;1;1;4;2
1587;4;907;1;1;59;2;1;1;4;2
5709;4;566,27607;2;1;17;1;0;1;4;2
744;4;1024;1;1;32;1;0;1;4;2
2848;4;518;1;2;15;1;0;1;4;2
1846;5;1019;1;1;33;2;1;1;4;2
2912;5;470;1;1;59;2;0;1;4;2
2969;3;294;1;1;16;1;0;1;4;2
3200;6;660;1;1;16;1;0;1;4;2
7056;5;813,489064;2;1;17;1;1;1;4;2
259;6;204;1;1;18;1;1;1;4;2
782;3;742;1;1;19;1;4;1;4;2
5276;4;726,456418;2;1;21;2;0;1;4;2
1668;5;681;1;1;21;1;4;1;4;2
2800;4;889;1;1;21;1;0;1;4;2
1565;3;994;1;1;21;1;1;1;4;2
6487;3;700,987996;2;1;21;1;1;1;4;2
3428;3;900;1;1;22;1;1;1;4;2
2230;4;877;1;1;23;1;0;1;4;2
228;4;963;1;1;24;1;0;1;4;2
2958;4;1065;1;1;24;1;0;1;4;2
748;4;973;1;1;24;1;1;1;4;2
2208;2;676;1;1;24;1;0;1;4;2
2581;4;885;1;1;24;1;0;1;4;2
1978;3;1426;1;1;25;1;1;1;4;2
2758;2;1015;1;1;26;1;0;1;4;2
228;3;1096;1;1;26;1;0;1;4;2
2802;5;1014;1;1;26;1;1;1;4;2
1933;3;796;1;1;27;1;1;1;4;2
1667;2;777;1;1;28;1;0;1;4;2
2939;3;1212;1;1;30;1;1;1;4;2
2121;5;779;1;1;31;1;0;1;4;2
2936;2;1067;1;2;31;1;0;1;4;2
752;3;1135;1;1;32;1;0;1;4;2
5669;2;994;2;1;34;1;0;1;4;2
5277;7;1131;2;1;35;2;0;1;4;2
2409;4;957;1;1;36;1;0;1;4;2
4456;4;1212;2;1;37;2;0;1;4;2
2295;7;743;1;2;37;3;4;1;4;2
651;2;797;1;1;37;1;1;1;4;2
751;2;1146;1;1;38;1;0;1;4;2
2208;3;719;1;1;39;2;0;1;4;2
1854;2;787;1;1;41;1;0;1;4;2
2162;4;810;1;1;42;1;0;1;4;2
2295;3;801;1;1;42;2;4;1;4;2
1854;3;675;1;2;49;2;0;1;4;2
1603;4;700;1;1;49;2;0;1;4;2
678;2;774;1;2;37;2;0;1;4;2
2421;2;879;1;2;43;2;1;1;4;2
2211;2;607;1;2;44;2;0;1;4;2
2243;2;997;1;2;46;2;0;1;4;2
5709;2;816;2;2;46;2;0;1;4;2
750;2;967;1;2;46;2;4;1;4;2
1455;2;747;1;2;48;2;0;1;4;2
2058;2;666;1;2;52;2;0;1;4;2
1989;2;992;1;2;58;2;0;1;4;2
2313;2;784;1;1;67;2;1;1;4;2
2935;2;894;1;2;70;2;0;1;4;2
